1,"Russia",83.20873407271601
1,"Russia",70.2070147951423
1,"Russia",99.73552812093878
1,"Russia",88.09175509602787
1,"Russia",90.12375539252385
1,"Russia",94.10121123890164
1,"Russia",73.51427918204377
1,"Russia",94.75388786363058
1,"Russia",94.52067645879316
1,"Russia",101.77835600449939
1,"Russia",75.50680542751321
1,"Russia",90.96310296342773
1,"Russia",90.43016122930196
1,"Russia",86.49334514352586
1,"Russia",74.6037720475609
1,"Russia",114.53549011369111
1,"Russia",106.49401395975391
1,"Russia",87.2001261606677
1,"Russia",99.54235095530025
1,"Russia",78.26268187490193
1,"Russia",82.95685798361492
1,"Russia",96.4108229979799
1,"Russia",87.46337957232059
1,"Russia",83.54041581337265
1,"Russia",81.84966601201604
1,"Russia",94.80052861655955
1,"Russia",102.14406718467357
1,"Russia",78.65085705724766
1,"Russia",89.03113863970643
1,"Russia",76.11366774784052
1,"Russia",102.66751484609053
1,"Russia",89.44092087899878
1,"Russia",63.442493420143656
1,"Russia",89.55923865532169
1,"Russia",92.86616363135985
1,"Russia",102.17837642902404
1,"Russia",86.6424050829549
1,"Russia",88.47925442893872
1,"Russia",78.81735298811779
1,"Russia",94.5701550375188
1,"Russia",76.09621637359696
1,"Russia",85.59010245518864
1,"Russia",61.01924869793521
1,"Russia",93.36998308109835
1,"Russia",84.81064659652299
1,"Russia",88.08942664054356
1,"Russia",91.92062719269957
1,"Russia",83.7826478136934
1,"Russia",84.8625762613696
1,"Russia",85.19585934728872
1,"Russia",99.72497466115986
1,"Russia",111.11516376609976
1,"Russia",83.58760580826609
1,"Russia",79.49534338323946
1,"Russia",84.46234429140651
1,"Russia",106.3003354005855
1,"Russia",76.31784065357314
1,"Russia",87.6832633063061
1,"Russia",74.2969217249372
1,"Russia",74.99428042310655
1,"Russia",105.53699136617844
1,"Russia",88.92737724370306
1,"Russia",117.99812381707639
1,"Russia",93.47454735794466
1,"Russia",60.75241105914483
1,"Russia",86.81497964727228
1,"Russia",78.2454844132098
1,"Russia",91.09702921226688
1,"Russia",78.96184889773565
1,"Russia",96.93524027697322
1,"Russia",75.09753887903103
